Mission1,missionLast,Crew,pirateId,missionCount,missionHours,pirateLevel,age,Occupation,dayOrNight,crewSatisfactionAvg,State,crewmemberDied
15796,17609,40,9371,60,363,4,23,Working,night_shift,88,nh,0
15796,16058,40,9372,10,63,1,44,Working,night_shift,99,fl,0
15796,17296,40,9373,48,293,3,68,Retired,either_shift,98,al,0
15796,16987,40,9374,39,233,3,68,Retired,day_shift,96,az,0
15796,17869,40,9375,70,425,4,20,Working,night_shift,94,south carolina,0
15796,17192,40,9376,46,280,3,66,Student,NA,90,kentucky,0
15796,17965,40,9377,74,443,4,43,Working,day_shift,85,id,0
15796,17971,40,9378,71,430,4,49,Working,night_shift,98,me,0
15796,15929,40,9379,4,26,1,29,Working,night_shift,87,new mexico,0
15796,18434,40,9380,86,516,5,25,Working,night_shift,94,va,0
15796,18434,40,9381,86,513,5,51,Working,night_shift,89,wi,0
15796,16979,40,9382,39,237,3,62,Working,night_shift,96,co,0
15796,18046,40,9383,74,449,4,19,Student,night_shift,92,nj,0
15796,18455,40,9384,89,537,5,19,Working,night_shift,30,dc,0
15796,16815,40,9385,34,199,3,21,Working,night_shift,48,dc,0
15796,18446,40,9386,90,536,5,29,Working,night_shift,91,indiana,0
15796,16476,40,9387,22,137,2,48,Student,night_shift,86,district of columbia,0
15796,18441,40,9388,87,518,5,73,Retired,either_shift,90,arizona,0
15796,18449,40,9389,89,529,5,30,Other,NA,91,california,0
15796,17513,40,9390,59,354,4,56,Working,night_shift,15,hawaii,0
15796,18481,NA,9391,91,549,5,19,Student,night_shift,95,vermont,0
15796,18008,40,9392,76,460,4,22,Other,day_shift,92,ks,0
15796,18447,40,9393,90,NA,5,49,Working,either_shift,92,maine,0
15796,18429,40,9394,87,526,5,18,Student,day_shift,88,wisconsin,0
15796,18433,40,9395,90,539,6,18,Student,night_shift,87,michigan,0
15796,16365,40,9396,21,127,2,72,NA,NA,94,hawaii,0
15796,15849,40,9397,2,11,1,35,Working,day_shift,98,nd,0
15796,18456,40,9398,91,544,5,64,Working,night_shift,57,NA,0
15796,16197,40,9399,12,75,2,56,Working,either_shift,91,massachusetts,1
15796,18377,40,9400,86,518,5,26,Student,day_shift,99,ms,0
15796,16618,40,9401,29,173,2,44,Other,day_shift,NA,az,0
15796,17483,40,9402,55,331,4,30,Working,night_shift,85,mn,0
15796,16847,40,9403,37,227,3,NA,Student,night_shift,70,new york,0
15796,17637,40,9404,60,365,4,59,Working,NA,98,alaska,0
15796,16433,40,9405,22,135,2,21,Student,night_shift,91,tx,0
15796,16330,40,9406,17,107,2,27,Working,night_shift,91,wv,0
15796,17713,40,9407,66,393,4,34,Other,night_shift,88,florida,0
15796,16084,40,9408,9,56,1,29,Working,night_shift,53,pa,0
15796,17170,40,9409,46,276,3,36,Working,either_shift,85,new mexico,0
15796,16926,40,9410,36,217,3,50,Working,day_shift,NA,alabama,0
15796,16232,40,9411,17,97,2,32,Student,NA,11,tx,0
15796,15970,40,9412,7,47,1,30,Working,night_shift,NA,md,0
15796,18046,40,9413,76,456,NA,45,Working,night_shift,86,mi,0
15796,16975,40,9414,38,225,3,20,Student,either_shift,87,nm,0
15796,17282,40,9415,50,295,3,20,Working,either_shift,92,ct,0
15796,17292,40,9416,49,295,3,38,Working,day_shift,100,pennsylvania,0
15796,17416,40,9417,55,334,4,67,Retired,either_shift,97,oh,0
15796,18069,40,9418,74,445,4,21,Student,NA,100,NA,0
15796,16970,40,9419,40,238,3,48,Other,night_shift,85,ca,0
15796,17699,40,9420,62,374,4,63,Retired,either_shift,2,ok,0
15796,18008,40,9421,76,453,4,37,Working,night_shift,87,new york,0
15796,17959,40,9422,74,449,4,23,Working,day_shift,100,virginia,0
15796,17227,40,9423,48,286,3,18,Student,either_shift,95,north dakota,0
15796,17954,40,9424,70,420,4,29,Working,either_shift,97,il,1
15796,15967,40,9425,5,27,1,36,Working,night_shift,92,vt,0
15796,18459,40,9426,88,526,5,45,Working,day_shift,88,nevada,0
15796,16648,40,9427,26,155,2,23,Working,night_shift,96,or,0
15796,16400,40,9428,22,130,NA,28,Working,night_shift,87,mi,0
15826,18204,41,9429,77,458,4,19,Student,day_shift,92,maine,0
15826,18444,41,9430,87,527,5,36,Working,either_shift,NA,connecticut,0
15826,16089,41,9431,7,43,1,71,Other,day_shift,100,kansas,0
15826,NA,41,9432,47,287,3,56,Student,day_shift,95,washington,0
15826,18476,41,9433,87,525,5,26,Other,night_shift,85,michigan,0
15826,15838,41,9434,1,5,1,29,Working,night_shift,100,nevada,0
15826,16304,41,9435,14,79,2,25,Working,day_shift,100,district of columbia,0
15826,17484,41,9436,55,332,4,49,NA,night_shift,6,illinois,0
15826,17682,41,9437,61,370,NA,38,Working,day_shift,64,alabama,0
15826,18442,41,9438,89,529,5,24,Student,night_shift,94,ak,0
15826,18431,41,9439,88,532,5,18,Student,night_shift,86,id,0
15826,15959,41,9440,5,33,1,33,Working,day_shift,96,wi,0
15826,16514,41,9441,23,135,2,42,Working,night_shift,90,dc,0
15826,16655,41,9442,28,163,2,28,Student,day_shift,88,nevada,0
15826,18370,41,9443,86,513,5,24,Working,night_shift,100,ma,0
15826,18424,41,9444,87,525,5,22,Working,night_shift,99,nh,0
15826,16480,NA,9445,21,123,2,35,Working,night_shift,100,minnesota,0
15826,17168,41,9446,44,265,3,22,Working,night_shift,20,me,0
15826,18474,41,9447,89,535,5,18,Other,day_shift,8,colorado,0
15826,18120,41,9448,78,464,4,25,Working,night_shift,47,ma,0
15826,15946,41,9449,5,34,1,70,Retired,day_shift,90,ky,0
15826,18428,41,9450,88,527,5,70,Retired,day_shift,94,wi,0
15826,16285,41,9451,17,100,2,35,Working,night_shift,85,co,0
15826,17445,41,9452,52,313,4,24,Working,NA,95,arizona,0
15826,15886,41,9453,4,20,1,64,Working,night_shift,89,minnesota,0
15826,16021,41,9454,7,41,1,20,Student,night_shift,43,kentucky,0
15826,18483,41,9455,90,NA,5,24,Working,day_shift,30,mt,0
15826,17701,41,9456,64,383,4,66,Other,night_shift,35,nm,0
15826,16880,41,9457,33,202,3,20,Student,night_shift,100,sd,0
15826,18428,41,9458,87,523,5,49,Student,day_shift,45,mo,0
15826,17892,41,9459,68,411,4,29,Student,night_shift,NA,north dakota,0
15826,18471,41,9460,87,519,5,21,Student,night_shift,72,hawaii,0
15826,16365,41,9461,18,111,2,28,Working,night_shift,71,mn,0
15826,17637,41,9462,58,350,NA,19,Working,NA,46,va,0
15826,18001,41,9463,73,439,4,35,Working,night_shift,8,new hampshire,0
15826,18447,41,9464,88,525,5,24,Working,night_shift,67,NA,0
15826,18480,41,9465,87,524,5,30,Working,night_shift,NA,idaho,0
15826,18480,41,9466,90,540,NA,57,Working,day_shift,88,NA,0
15826,18486,41,9467,91,543,5,65,Working,day_shift,92,district of columbia,0
15826,17784,41,9468,67,397,4,26,Student,night_shift,87,rhode island,0
15826,16964,41,9469,37,227,3,26,NA,day_shift,95,oklahoma,0
15826,18475,41,9470,86,516,5,30,Working,NA,89,alabama,0
15826,16935,41,9471,37,224,3,50,Student,day_shift,93,nv,0
15826,18449,41,9472,89,530,5,29,Other,NA,91,new jersey,0
15826,17444,41,9473,53,315,4,50,Other,night_shift,4,al,0
15826,16026,41,9474,6,32,1,20,Student,night_shift,98,kansas,0
15826,17967,41,9475,73,434,NA,21,Student,day_shift,87,wa,0
15826,17680,41,9476,60,356,4,21,Student,night_shift,92,idaho,0
15826,18368,41,9477,86,516,5,29,Working,night_shift,100,ct,0
15826,18445,41,9478,89,532,5,69,Retired,either_shift,97,florida,0
15826,17013,41,9479,39,236,3,53,Retired,either_shift,89,new mexico,0
15826,17731,41,9480,66,400,4,46,Working,night_shift,100,fl,0
15826,17558,41,9481,59,355,4,59,Working,day_shift,93,ga,0
15826,17877,41,9482,70,423,4,18,Student,night_shift,40,north carolina,0
15826,16141,41,9483,12,71,2,31,Working,night_shift,86,ga,0
15826,16134,41,9484,10,64,1,36,Other,night_shift,98,idaho,0
15826,17122,41,9485,42,250,3,52,Other,day_shift,96,or,0
15826,17705,41,9486,61,370,4,54,Working,night_shift,93,de,0
15826,16646,41,9487,28,170,2,27,Working,either_shift,90,maryland,0
15826,17826,41,9488,66,401,4,22,Working,NA,1,hi,0
15826,17187,41,9489,44,259,3,18,Student,night_shift,100,ga,0
15826,18475,41,9490,87,526,NA,20,Student,night_shift,88,connecticut,0
15826,17483,NA,9491,57,339,4,26,Other,either_shift,63,west virginia,0
15826,16768,41,9492,31,187,3,30,Working,night_shift,50,wv,0
15826,18453,41,9493,89,535,5,66,Other,night_shift,94,nv,0
15826,17991,41,9494,72,433,NA,54,Working,night_shift,37,sc,0
15826,18453,41,9495,87,525,5,64,Working,either_shift,94,minnesota,0
15826,18265,41,9496,82,492,5,NA,Working,night_shift,91,florida,0
15826,16131,41,9497,10,59,1,22,Working,night_shift,91,in,0
15826,18479,41,9498,86,515,5,21,Student,night_shift,85,ky,0
15826,16251,41,9499,12,76,2,22,Working,night_shift,NA,hi,0
15826,16824,41,9500,32,196,3,18,Student,night_shift,87,mi,0
15826,16311,41,9501,18,106,NA,22,NA,NA,86,ms,0
15826,18486,41,9502,90,537,5,44,Working,night_shift,85,virginia,0
15826,18459,41,9503,86,511,5,41,Student,NA,25,oh,0
15826,18061,41,9504,74,443,4,47,Working,day_shift,86,va,0
15826,17667,41,9505,62,373,4,24,Working,night_shift,15,hawaii,0
15826,17428,41,9506,51,305,4,19,Student,night_shift,87,ct,0
NA,16040,41,9507,6,39,1,35,Working,NA,99,alabama,0
15826,16109,41,9508,11,65,2,75,Retired,either_shift,93,az,0
15826,18475,41,9509,90,537,5,21,Student,night_shift,96,va,0
15826,18466,41,9510,90,538,5,28,Working,night_shift,97,washington,0
15826,16062,41,9511,10,63,1,22,Student,NA,92,colorado,0
15826,16106,NA,9512,7,45,1,56,Student,night_shift,73,florida,0
15826,18458,41,9513,90,539,5,30,Other,night_shift,90,maine,0
15826,18085,41,9514,74,439,4,19,Student,NA,42,utah,0
15826,18080,41,9515,77,466,4,22,Working,day_shift,86,alabama,0
15826,18434,41,9516,86,512,5,22,Working,night_shift,NA,new jersey,0
15826,18468,41,9517,86,516,5,26,Student,day_shift,93,south dakota,0
15826,18432,41,9518,89,533,5,18,Student,night_shift,89,mi,0
15826,18287,41,9519,84,502,5,25,Working,night_shift,92,md,0
15826,18431,41,9520,86,517,5,25,NA,either_shift,90,new jersey,0
15826,18460,41,9521,86,519,5,33,Working,night_shift,56,ok,0
15826,18468,41,9522,90,536,5,19,Student,day_shift,25,minnesota,0
15826,18331,41,9523,85,506,5,30,Working,night_shift,85,wyoming,0
15826,18347,41,9524,85,513,5,26,Working,day_shift,90,louisiana,0
15826,17829,41,9525,67,405,4,41,Working,night_shift,39,de,0
15826,17956,41,9526,72,434,4,20,NA,night_shift,NA,oklahoma,0
15826,18427,41,9527,85,505,5,44,Working,day_shift,69,idaho,0
15826,17582,41,9528,60,365,4,30,Working,night_shift,96,tennessee,0
15826,17440,NA,9529,52,315,4,65,Retired,NA,96,ohio,0
15826,18438,41,9530,87,520,5,20,Working,night_shift,99,ks,0
15826,17185,41,9531,47,278,3,35,Working,NA,94,az,1
15826,18476,41,9532,89,530,5,33,Working,day_shift,93,tennessee,0
15826,18483,41,9533,91,NA,5,26,Working,night_shift,87,tn,0
15826,16142,41,9534,9,57,1,24,Working,night_shift,98,wyoming,0
15826,18071,41,9535,76,461,4,69,Working,NA,17,nh,0
NA,17908,41,9536,70,416,4,67,Retired,NA,91,missouri,0
15826,17489,41,9537,54,321,4,33,Other,night_shift,93,rhode island,0
15826,16117,41,9538,9,52,1,24,Working,night_shift,92,delaware,0
15826,17777,41,9539,63,379,4,46,Working,night_shift,94,wisconsin,0
15826,16993,41,9540,37,221,3,18,Student,day_shift,85,va,0
15826,18170,41,9541,80,481,4,49,Student,either_shift,46,tennessee,0
15826,17380,41,9542,51,307,4,43,Working,night_shift,92,maryland,0
15826,18477,41,9543,90,543,5,23,Working,night_shift,97,michigan,0
15826,16743,41,9544,30,177,2,30,Working,either_shift,99,vermont,1
15826,18012,41,9545,73,437,4,60,Working,night_shift,25,ca,0
15826,16383,41,9546,18,106,2,31,Working,night_shift,61,fl,0
15826,18462,41,9547,87,517,5,19,Student,night_shift,91,ia,0
15826,18426,41,9548,87,519,5,23,Working,night_shift,89,ia,0
15826,15856,NA,9549,0,2,1,26,Other,night_shift,NA,vt,0
15826,17172,41,9550,45,274,3,27,Working,night_shift,87,mt,0
15826,15829,41,9551,0,2,1,30,Working,NA,99,mississippi,0
15826,18485,41,9552,91,550,5,26,Working,night_shift,87,florida,0
15826,17118,41,9553,42,252,3,67,Retired,either_shift,87,la,0
15826,17175,41,9554,46,273,3,36,Working,day_shift,87,ga,0
15826,16059,41,9555,6,41,1,36,NA,NA,99,new mexico,1
15826,17964,41,9556,73,443,4,25,Working,night_shift,100,vt,0
15826,18488,41,9557,NA,532,5,45,Retired,day_shift,90,connecticut,0
15826,17684,41,9558,63,376,4,25,Working,night_shift,85,il,0
15826,17443,41,9559,56,335,4,53,Working,night_shift,95,hawaii,0
15826,18459,41,9560,89,537,5,27,Working,night_shift,86,NA,0
15826,16190,41,9561,12,77,NA,19,Student,night_shift,36,wyoming,0
15826,17365,41,9562,53,316,4,59,Working,night_shift,33,oklahoma,0
15826,16235,41,9563,16,101,2,22,Working,either_shift,97,sc,0
15826,18429,41,9564,86,NA,5,25,Working,night_shift,87,delaware,0
15826,18449,41,9565,85,505,5,41,Working,either_shift,86,pennsylvania,0
15826,18431,41,9566,87,519,5,68,Student,night_shift,98,pennsylvania,0
15826,16051,41,9567,9,57,1,43,Working,night_shift,85,south dakota,0
15826,17694,41,9568,64,384,4,23,Working,night_shift,94,nj,0
15826,18465,41,9569,90,542,5,42,Student,NA,90,me,0
15826,18424,41,9570,85,513,5,41,Working,day_shift,86,wyoming,0
15826,18446,41,9571,88,525,5,73,Retired,day_shift,98,new york,0
NA,17852,41,9572,67,399,4,37,Working,night_shift,93,illinois,0
15826,18150,41,9573,76,455,4,38,Other,NA,95,ok,0
15826,16170,41,9574,13,81,2,25,Working,NA,87,NA,0
15826,16723,41,9575,31,183,3,21,Student,night_shift,92,NA,0
15826,18057,41,9576,72,434,4,34,Working,night_shift,99,new york,0
15826,18457,41,9577,90,538,5,23,Working,night_shift,87,alaska,0
15826,16562,41,9578,25,154,2,64,Working,night_shift,91,ky,0
15826,17787,41,9579,67,406,4,58,Working,night_shift,90,nj,0
15826,17711,41,9580,64,384,4,19,Working,either_shift,85,kansas,0
15826,18181,41,9581,80,479,4,61,Working,day_shift,87,indiana,0
15826,18458,41,9582,89,537,5,21,Student,night_shift,99,sd,0
15826,16039,41,9583,6,36,1,63,Other,night_shift,97,md,0
15826,17502,41,9584,57,344,NA,66,Retired,day_shift,91,mn,0
15826,16996,41,9585,37,222,3,66,Retired,day_shift,7,ca,0
15826,18462,41,9586,86,513,5,46,Other,night_shift,93,kentucky,0
15826,16031,41,9587,8,51,1,NA,Working,night_shift,96,arizona,0
15826,18488,41,9588,NA,517,5,63,Working,night_shift,100,alaska,0
15826,17532,41,9589,57,339,4,40,Working,day_shift,88,al,0
15826,17368,41,9590,51,306,4,47,Other,day_shift,88,delaware,0
15826,16289,41,9591,17,97,2,34,Other,day_shift,97,south carolina,0
15826,17127,41,9592,41,242,3,63,Working,night_shift,99,ia,0
15826,16080,41,9593,10,65,1,27,Working,either_shift,54,ia,0
15826,18474,41,9594,87,527,5,30,Other,NA,80,or,0
15826,18442,41,9595,85,508,5,65,Retired,either_shift,94,mississippi,0
15826,NA,41,9596,85,508,5,23,NA,NA,82,ia,0
15826,16299,41,9597,17,106,2,26,Working,day_shift,91,new york,0
15826,18474,41,9598,88,530,5,75,Retired,either_shift,100,arizona,1
15826,16628,41,9599,25,150,2,22,Student,NA,90,dc,0
15826,17257,41,9600,47,280,3,26,Working,either_shift,62,in,0
15826,17555,41,9601,60,364,4,35,Student,day_shift,93,ohio,0
15826,18434,41,9602,88,524,5,44,Retired,either_shift,91,ar,0
15826,17371,41,9603,52,312,4,25,Working,night_shift,94,dc,0
15826,16131,41,9604,11,69,2,75,Student,NA,94,nevada,0
15826,16175,NA,9605,11,65,2,37,Working,night_shift,94,kansas,0
15826,18438,41,9606,85,509,5,41,Student,night_shift,85,hawaii,0
15826,18457,41,9607,88,530,5,59,Other,night_shift,90,ky,0
15826,17420,41,9608,52,308,4,29,Working,night_shift,97,south carolina,0
15826,18185,41,9609,80,480,4,38,Working,day_shift,6,maine,0
15826,16177,41,9610,13,81,2,58,Student,night_shift,100,ct,0
15826,16701,41,9611,29,175,2,35,Student,night_shift,39,wa,0
15826,16940,41,9612,38,228,4,63,Retired,NA,98,nevada,1
15826,18475,41,9613,89,529,5,20,Student,night_shift,87,vt,0
15826,18447,41,9614,85,511,5,37,Working,night_shift,89,oklahoma,0
15826,18447,41,9615,89,531,5,45,Working,day_shift,98,texas,0
15826,16568,41,9616,24,144,2,20,Student,night_shift,93,fl,0
15826,17789,41,9617,67,401,4,44,Working,day_shift,93,NA,1
15826,17512,NA,9618,57,347,4,23,Working,night_shift,86,rhode island,0
15826,17120,41,9619,45,272,3,33,Working,night_shift,92,sd,0
15826,17869,41,9620,66,396,4,45,Working,night_shift,98,montana,1
15826,18462,41,9621,87,518,5,25,Working,night_shift,99,colorado,0
15826,18467,41,9622,86,513,5,56,Working,either_shift,NA,wy,0
15826,17464,41,9623,56,331,4,40,Working,night_shift,95,la,0
15826,18463,41,9624,87,523,5,64,Working,night_shift,90,nm,0
15826,18433,41,9625,86,512,5,28,Working,night_shift,99,minnesota,0
15826,18386,41,9626,86,518,5,72,NA,NA,99,nj,0
15826,16002,41,9627,8,53,1,20,Other,night_shift,91,nj,0
15826,17236,41,9628,47,286,3,58,Student,day_shift,85,id,0
15826,16119,41,9629,10,62,1,20,Student,either_shift,33,wyoming,0
15826,17332,41,9630,50,305,3,24,Working,day_shift,95,indiana,0
15826,16087,41,9631,10,58,1,31,Other,night_shift,34,oregon,0
15826,18220,41,9632,82,494,5,23,Working,night_shift,87,wa,0
15826,18457,41,9633,89,536,5,34,Other,night_shift,86,NA,0
15826,18123,41,9634,75,446,4,28,Working,night_shift,100,south dakota,0
15826,18443,41,9635,85,511,5,55,Retired,either_shift,88,oregon,0
15826,18473,41,9636,89,537,5,25,Working,NA,86,pa,0
15826,18433,41,9637,85,515,5,55,Working,day_shift,32,me,0
15826,NA,41,9638,40,235,3,19,Working,night_shift,92,vermont,0
15826,17838,41,9639,67,402,4,66,Retired,day_shift,NA,wyoming,0
15826,16879,41,9640,34,206,3,32,Working,night_shift,99,id,0
15826,18147,41,9641,76,459,4,48,Working,NA,NA,wi,0
15826,16812,41,9642,32,190,3,44,Working,day_shift,98,oh,0
15826,16476,41,9643,22,128,2,30,Working,night_shift,71,oh,0
15826,16296,41,9644,14,85,2,18,Student,night_shift,96,alabama,0
15826,18272,41,9645,80,479,4,53,Working,night_shift,61,hawaii,0
15826,18468,41,9646,89,538,5,36,Working,night_shift,33,arkansas,0
15826,16174,41,9647,12,69,2,49,Retired,either_shift,55,wv,0
15826,16224,41,9648,12,76,2,27,Working,night_shift,92,maryland,0
NA,16354,41,9649,16,101,2,23,NA,night_shift,50,wisconsin,0
15826,17688,41,9650,64,386,4,39,NA,night_shift,96,ct,0
15826,18476,41,9651,86,516,5,28,Other,night_shift,70,or,0
15826,17447,41,9652,54,324,4,30,Working,night_shift,NA,co,0
15826,18234,41,9653,82,488,5,55,Working,night_shift,NA,al,0
15826,16235,41,9654,16,93,2,33,Working,night_shift,93,co,0
15826,17136,41,9655,46,275,3,33,Working,day_shift,6,tx,1
15826,18061,41,9656,74,449,4,73,Working,NA,92,sd,0
15826,16581,41,9657,26,156,2,22,NA,day_shift,54,ak,0
15826,18212,41,9658,82,492,5,35,Other,night_shift,94,wy,1
15826,18451,41,9659,90,536,5,24,Other,NA,89,co,0
15826,18461,41,9660,87,518,5,20,Student,day_shift,29,mi,0
15826,17281,41,9661,46,279,3,26,Working,night_shift,97,de,0
15826,18483,41,9662,88,525,5,22,Working,night_shift,91,pa,0
15826,18473,41,9663,89,529,5,26,Working,night_shift,96,hawaii,0
15826,18430,41,9664,87,520,5,32,Student,day_shift,93,nh,0
15826,16761,41,9665,32,191,3,47,Other,NA,95,colorado,0
15826,17616,41,9666,61,369,4,19,Working,night_shift,89,nd,0
15826,17732,41,9667,62,376,4,41,Working,either_shift,70,wa,0
15826,18460,41,9668,89,536,5,53,Retired,day_shift,93,il,0
15826,18454,41,9669,87,521,5,21,Student,night_shift,85,ga,0
15826,16856,41,9670,32,188,3,52,Retired,day_shift,85,ri,0
15826,17197,41,9671,45,267,3,63,Working,night_shift,97,new hampshire,0
15826,18108,41,9672,74,448,4,42,Working,night_shift,87,sd,0
15826,16250,41,9673,15,92,2,27,Working,night_shift,94,texas,0
15826,15986,41,9674,7,39,1,27,Working,night_shift,NA,delaware,0
15826,18428,41,9675,85,507,NA,41,Working,night_shift,99,ma,0
15826,17740,41,9676,64,382,4,47,Working,night_shift,85,maryland,0
15826,NA,41,9677,55,335,4,69,Retired,NA,64,de,0
15826,16054,41,9678,6,31,1,NA,Working,night_shift,87,NA,0
15826,18027,41,9679,75,446,4,39,Working,night_shift,88,oklahoma,0
15826,17093,41,9680,42,251,3,26,Working,night_shift,85,mississippi,0
15857,18086,42,9681,72,428,4,57,Working,night_shift,61,alaska,0
15857,17418,42,9682,50,297,3,54,Student,night_shift,94,oh,0
15857,16488,42,9683,19,119,2,48,Working,day_shift,95,washington,0
15857,18424,42,9684,85,506,5,45,Working,night_shift,NA,massachusetts,0
15857,16523,42,9685,20,119,2,47,Retired,day_shift,91,louisiana,0
15857,18476,42,9686,85,511,5,52,Working,day_shift,99,vermont,0
15857,17940,42,9687,70,418,4,69,Working,either_shift,80,dc,0
15857,16755,42,9688,28,170,2,35,Working,night_shift,99,michigan,0
NA,18453,42,9689,87,518,5,23,Working,day_shift,NA,ok,0
15857,18482,42,9690,88,526,5,67,Working,NA,93,south dakota,0
15857,18441,42,9691,84,500,NA,24,Working,night_shift,92,delaware,0
15857,17938,NA,9692,67,403,4,28,Other,night_shift,98,new jersey,0
15857,17106,42,9693,44,259,3,22,Working,night_shift,90,minnesota,0
15857,18459,42,9694,89,533,5,21,Student,night_shift,96,sc,0
15857,18485,42,9695,86,516,5,23,Working,night_shift,95,tn,0
15857,18444,42,9696,87,524,5,20,Working,night_shift,96,georgia,0
15857,18430,42,9697,84,503,5,22,Working,night_shift,NA,ak,0
15857,16784,42,9698,33,194,3,27,Working,night_shift,96,nebraska,0
15857,18429,42,9699,86,513,NA,43,Working,night_shift,17,sc,0
15857,18473,42,9700,87,524,5,29,Working,either_shift,56,wi,0
15857,17670,42,9701,62,376,4,30,Working,night_shift,12,nv,0
15857,16591,NA,9702,22,130,2,23,Working,night_shift,NA,tn,0
15857,18434,42,9703,88,530,5,50,Working,night_shift,75,vermont,0
15857,16410,42,9704,18,111,2,63,Working,night_shift,94,wi,0
15857,17919,42,9705,70,423,4,54,Working,NA,100,wisconsin,0
15857,18461,42,9706,85,510,6,60,Working,night_shift,86,md,0
15857,17357,42,9707,52,312,NA,30,Working,NA,96,new york,0
15857,18443,42,9708,87,527,5,74,Other,night_shift,94,va,0
15857,16507,42,9709,22,127,NA,22,Working,day_shift,97,nm,0
15857,18479,42,9710,85,513,5,35,Working,night_shift,19,wa,0
15857,18450,42,9711,88,533,5,30,Working,day_shift,69,wi,0
15857,18308,42,9712,82,491,6,22,Working,NA,99,michigan,0
15857,17864,42,9713,69,410,4,26,Working,day_shift,86,va,0
15857,15932,NA,9714,0,0,1,18,Other,night_shift,91,tx,0
15857,17116,42,9715,43,262,3,29,Other,night_shift,92,wa,0
15857,18483,42,9716,90,537,5,49,Working,night_shift,100,nd,0
15857,16008,42,9717,3,17,1,26,Working,NA,34,connecticut,0
15857,18469,42,9718,89,537,5,28,Working,night_shift,99,mo,0
15857,18182,42,9719,78,466,4,33,Working,night_shift,89,missouri,0
15857,18426,42,9720,85,505,5,21,Student,either_shift,14,ks,0
15857,18085,42,9721,72,434,4,56,Student,night_shift,100,ma,0
15857,18472,42,9722,89,536,5,27,Working,night_shift,18,ny,0
15857,16965,42,9723,38,228,3,50,NA,night_shift,2,delaware,0
15857,18475,42,9724,85,514,5,24,Working,night_shift,99,district of columbia,0
15857,17164,42,9725,42,254,3,34,Working,night_shift,87,north carolina,0
15857,16348,42,9726,18,112,2,74,Working,night_shift,96,rhode island,0
15857,18451,42,9727,88,530,5,30,Working,NA,NA,montana,0
15857,17417,42,9728,51,307,4,63,Working,NA,59,louisiana,0
15857,16056,42,9729,9,52,1,73,Retired,either_shift,NA,co,0
15857,16660,42,9730,29,171,2,30,NA,day_shift,98,de,1
15857,16859,42,9731,32,193,3,22,NA,night_shift,37,oklahoma,0
15857,16444,42,9732,NA,112,2,54,Working,night_shift,NA,nebraska,0
15857,16470,42,9733,22,132,2,73,Student,night_shift,96,nebraska,0
15857,16471,42,9734,19,113,2,54,Working,night_shift,100,ak,0
15857,17738,42,9735,63,378,4,26,Working,night_shift,86,tn,0
15857,17554,42,9736,57,345,4,22,Other,night_shift,94,idaho,0
15857,16958,42,9737,39,236,NA,30,Working,night_shift,81,ga,0
15857,16525,42,9738,23,139,2,27,Other,night_shift,4,de,0
15857,18230,42,9739,79,474,4,49,Working,night_shift,100,utah,0
15857,17426,42,9740,52,309,4,23,Working,NA,89,arkansas,0
15857,16850,42,9741,32,195,3,61,Working,night_shift,59,wa,0
15857,16827,42,9742,30,180,3,35,Working,night_shift,100,la,1
15857,16204,42,9743,11,65,2,52,Other,day_shift,24,hi,0
15857,17246,42,9744,44,268,3,37,NA,NA,89,ohio,0
15857,17759,42,9745,61,369,4,31,Working,night_shift,91,wyoming,0
15857,17537,42,9746,58,353,4,69,Retired,NA,96,sd,0
15857,18423,42,9747,87,520,5,29,Working,night_shift,39,co,0
15857,18455,42,9748,86,513,5,21,Student,night_shift,96,ohio,0
15857,17022,42,9749,37,220,3,32,Student,night_shift,14,ut,NA
15857,18351,42,9750,84,500,5,34,Working,night_shift,22,pa,0
15857,16462,42,9751,22,131,2,29,NA,day_shift,54,mt,0
15857,18304,42,9752,80,479,4,22,Working,night_shift,89,maine,0
15857,17547,42,9753,56,340,4,52,Other,NA,97,va,0
15857,18480,42,9754,85,510,5,18,Other,day_shift,98,illinois,0
15857,16157,42,9755,8,44,1,60,Retired,day_shift,77,me,0
15857,17684,42,9756,61,361,4,49,Working,night_shift,99,mi,0
15857,18456,42,9757,88,528,5,25,Working,NA,99,sd,0
15857,18206,42,9758,79,470,4,21,Student,night_shift,26,south dakota,0
15857,18356,42,9759,82,497,5,20,Student,night_shift,54,virginia,0
15857,16085,42,9760,10,64,1,28,Other,night_shift,44,dc,0
15857,18465,42,9761,87,523,5,69,Student,NA,97,ak,0
15857,16285,42,9762,16,100,2,46,Working,night_shift,93,north carolina,0
15857,16746,42,9763,29,172,2,30,Working,night_shift,91,ri,0
15857,18474,42,9764,86,512,5,19,Other,NA,100,wi,0
15857,18450,42,9765,84,505,5,34,Student,night_shift,89,virginia,0
15857,18225,42,9766,78,463,4,21,Student,night_shift,3,south dakota,0
15857,16496,42,9767,22,129,2,65,Retired,day_shift,92,massachusetts,1
15857,18461,42,9768,85,508,5,22,Working,night_shift,87,de,0
15857,16447,42,9769,19,110,2,27,Working,night_shift,100,new york,0
15857,18444,42,9770,87,525,5,35,Student,night_shift,98,in,0
15857,16449,42,9771,22,133,2,40,Working,night_shift,59,mi,0
15857,16094,42,9772,10,56,1,28,Working,night_shift,27,co,0
15857,16235,42,9773,12,69,2,39,Working,night_shift,94,idaho,1
